z,gamma
-30.3408723573859,0.9554747361175184
-30.3308723573859,0.955475191972205
-30.3208723573859,0.9554756490419981
-30.310872357385897,0.9554761073298291
-30.300872357385895,0.9554765668386354
-30.290872357385894,0.9554770275713607
-30.280872357385892,0.9554774895309547
-30.27087235738589,0.9554779527203735
-30.26087235738589,0.9554784171425793
-30.250872357385887,0.9554788828005405
-30.240872357385886,0.9554793496972316
-30.230872357385884,0.9554798178356335
-30.220872357385883,0.9554802872187332
-30.21087235738588,0.9554807578495241
-30.20087235738588,0.9554812297310058
-30.190872357385878,0.9554817028661841
-30.180872357385876,0.9554821772580709
-30.170872357385875,0.955482652909685
-30.160872357385873,0.9554831298240509
-30.15087235738587,0.9554836080041994
-30.14087235738587,0.9554840874531682
-30.13087235738587,0.9554845681740005
-30.120872357385867,0.9554850501697467
-30.110872357385865,0.955485533443463
-30.100872357385864,0.955486017998212
-30.090872357385862,0.9554865038370628
-30.08087235738586,0.955486990963091
-30.07087235738586,0.9554874793793782
-30.060872357385858,0.9554879690890128
-30.050872357385856,0.9554884600950894
-30.040872357385854,0.9554889524007091
-30.030872357385853,0.9554894460089793
-30.02087235738585,0.955489940923014
-30.01087235738585,0.9554904371459336
-30.00087235738585,0.9554909346808651
-29.990872357385847,0.9554914335309416
-29.980872357385845,0.9554919336993031
-29.970872357385844,0.9554924351890958
-29.960872357385842,0.9554929380034726
-29.95087235738584,0.9554934421455926
-29.94087235738584,0.955493947618622
-29.930872357385837,0.955494454425733
-29.920872357385836,0.9554949625701048
-29.910872357385834,0.9554954720549226
-29.900872357385833,0.9554959828833784
-29.89087235738583,0.9554964950586713
-29.88087235738583,0.9554970085840061
-29.870872357385828,0.955497523462595
-29.860872357385826,0.955498039697656
-29.850872357385825,0.9554985572924147
-29.840872357385823,0.9554990762501024
-29.83087235738582,0.9554995965739578
-29.82087235738582,0.9555001182672256
-29.81087235738582,0.9555006413331575
-29.800872357385817,0.955501165775012
-29.790872357385815,0.9555016915960541
-29.780872357385814,0.9555022187995553
-29.770872357385812,0.9555027473887944
-29.76087235738581,0.9555032773670563
-29.75087235738581,0.9555038087376329
-29.740872357385808,0.9555043415038228
-29.730872357385806,0.9555048756689314
