Sample X	Sample Y	Sample Z	Sample Theta	CCD Theta	Beamline Energy	
27.59	29.82	1.5939999999999999	23.4	46.8	282.3000000000005	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	282.40000000000055	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	282.50000000000057	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	282.6000000000006	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	282.7000000000006	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	282.80000000000064	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	282.90000000000066	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	283.0000000000007	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	283.1000000000007	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	283.2000000000007	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	283.30000000000075	2.0
